mass_A
t	x
1.017349667E2	2.840019108E1
1.017683333E2	1.620072913E1
1.018017000E2	7.260520471E0
1.018350667E2	6.563687324E0
1.018684333E2	1.352906590E1
1.019018000E2	2.526020163E1
1.019351667E2	3.640727132E1
1.019685333E2	4.245416123E1
1.020019000E2	4.053174032E1
1.020352667E2	3.148077118E1
1.020686333E2	1.933363801E1
1.021020000E2	9.432380128E0
1.021353667E2	6.203901183E0
1.021687333E2	1.133375815E1
1.022021000E2	2.248694674E1
1.022354667E2	3.429918697E1
1.022688333E2	4.239347200E1
1.023022000E2	4.244752850E1
1.023355667E2	3.469776787E1
1.023689333E2	2.245092546E1
1.024023000E2	1.154830493E1
1.024356667E2	6.258745157E0
1.024690333E2	9.242004276E0
1.025024000E2	1.931016140E1
1.025357667E2	3.126204403E1
1.025691333E2	4.018998966E1
1.026025000E2	4.284820011E1
1.026358667E2	3.669736818E1
1.026692333E2	2.555028692E1
1.027026000E2	1.345311746E1
1.027359667E2	6.594197281E0
1.027693333E2	7.428301284E0
1.028027000E2	1.534478698E1
1.028360667E2	2.767541105E1
1.028694333E2	3.855660120E1
1.029028000E2	4.275814405E1
1.029361667E2	3.877537701E1
1.029695333E2	2.849567287E1
1.030029000E2	1.640918306E1
1.030362667E2	7.410346392E0
1.030696333E2	6.466909819E0
1.031030000E2	1.256030629E1
1.031363667E2	2.460147266E1
1.031697333E2	3.615730230E1
1.032031000E2	4.247741481E1
1.032364667E2	4.071858752E1
1.032698333E2	3.158137067E1
1.033032000E2	1.945530616E1
1.033365667E2	9.575409179E0
1.033699333E2	6.146666611E0
1.034033000E2	1.147688705E1
1.034366667E2	2.169044473E1
1.034700333E2	3.347263751E1
1.035034000E2	4.156834604E1
1.035367667E2	4.184441144E1
1.035701333E2	3.454336054E1
1.036035000E2	2.254525207E1
1.036368667E2	1.146989583E1
1.036702333E2	6.593619159E0
1.037036000E2	9.278192967E0
1.037369667E2	1.836573795E1
1.037703333E2	3.058255531E1
1.038037000E2	3.999631184E1
1.038370667E2	4.249173757E1
1.038704333E2	3.681798431E1
1.039038000E2	2.558519232E1
1.039371667E2	1.429939048E1
1.039705333E2	7.188379631E0
1.040039000E2	7.644520389E0
1.040372667E2	1.564768751E1
1.040706333E2	2.745294910E1
1.041040000E2	3.781008790E1
1.041373667E2	4.258746231E1
1.041707333E2	3.880470127E1
1.042041000E2	2.882816127E1
1.042374667E2	1.670707669E1
1.042708333E2	8.397799759E0
1.043042000E2	7.308703738E0
1.043375667E2	1.349910548E1
1.043709333E2	2.468216466E1
1.044043000E2	3.574359876E1
1.044376667E2	4.192949190E1
1.044710333E2	4.074032874E1
1.045044000E2	3.184127609E1
1.045377667E2	1.982153114E1
1.045711333E2	9.882246022E0
1.046045000E2	6.851408916E0
1.046378667E2	1.068937353E1
1.046712333E2	2.141969483E1
1.047046000E2	3.327167318E1
1.047379667E2	4.096291871E1
1.047713333E2	4.176646541E1
1.048047000E2	3.468361598E1
1.048380667E2	2.285253655E1
1.048714333E2	1.224812028E1
1.049048000E2	6.728394657E0
1.049381667E2	9.389655828E0
1.049715333E2	1.837492493E1
1.050049000E2	3.043717044E1
1.050382667E2	3.971780646E1
1.050716333E2	4.195261378E1
1.051050000E2	3.687575686E1
1.051383667E2	2.585384175E1
1.051717333E2	1.448074018E1
1.052051000E2	7.489103519E0
1.052384667E2	7.564249013E0
1.052718333E2	1.536871902E1
1.053052000E2	2.733933163E1
1.053385667E2	3.784566035E1
1.053719333E2	4.216123126E1
1.054053000E2	3.904475903E1
1.054386667E2	2.956027409E1
1.054720333E2	1.762060118E1
1.055054000E2	9.179005355E0
1.055387667E2	7.610438618E0
1.055721333E2	1.352185959E1
1.056055000E2	2.405291564E1
1.056388667E2	3.548480229E1
1.056722333E2	4.183709657E1
1.057056000E2	4.069210420E1
1.057389667E2	3.218392554E1
1.057723333E2	2.054416401E1
1.058057000E2	1.074784447E1
1.058390667E2	6.918508608E0
1.058724333E2	1.080075903E1
1.059058000E2	2.116760047E1
1.059391667E2	3.273986070E1
1.059725333E2	4.078418028E1
1.060059000E2	4.165315095E1
1.060392667E2	3.473104147E1
1.060726333E2	2.363261426E1
1.061060000E2	1.272121966E1
